tripduration,starttime,start station id,stoptime,start station name,start station latitude,end station id,start station longitude,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
1280,01:15.8,472,22:36.4,E 32 St & Park Ave,40.7457121,311,-73.98194829,Norfolk St & Broome St,40.7172274,-73.98802084,36043,Customer,1993,1
461,58:25.8,530,06:07.1,11 Ave & W 59 St,40.77149671,305,-73.99046034,E 58 St & 3 Ave,40.76095756,-73.96724467,37420,Subscriber,1981,1
678,01:57.1,3811,13:16.0,27 Ave & 3 St,40.77485,3603,-73.9342,31 Ave & 30 St,40.7647,-73.9240312,36974,Customer,1969,0
1836,29:33.4,3529,00:09.5,Lenox Ave & W 130 St,40.8107922,3520,-73.9430681,Adam Clayton Powell Blvd & W 118 St,40.804372,-73.951475,37751,Subscriber,1983,1
1560,32:51.8,127,58:52.7,Barrow St & Hudson St,40.73172428,3400,-74.00674436,E 110 St & Madison Ave,40.7961535,-73.94782145,37093,Subscriber,1990,1
367,38:57.9,3067,45:05.0,Broadway & Whipple St,40.7016657,389,-73.9437303,Broadway & Berry St,40.71044554,-73.96525063,36193,Subscriber,1996,1
420,42:15.9,2022,49:16.4,E 60 St & York Ave,40.759107,484,-73.959223,W 44 St & 5 Ave,40.75500254,-73.98014437,36043,Subscriber,1984,1
1167,48:18.4,389,07:46.3,Broadway & Berry St,40.71044554,3812,-73.96525063,University Pl & E 14 St,40.734814,-73.992085,36193,Customer,1969,0
218,53:15.0,320,56:53.8,Leonard St & Church St,40.717571,319,-74.005549,Fulton St & Broadway,40.711066,-74.009447,37827,Customer,1969,0
533,57:42.6,3443,06:35.8,W 52 St & 6 Ave,40.76132983,3139,-73.97982001,E 72 St & Park Ave,40.77118288,-73.96409422,37420,Subscriber,1972,1
456,59:33.8,484,07:09.8,W 44 St & 5 Ave,40.75500254,478,-73.98014437,11 Ave & W 41 St,40.76030096,-73.99884222,36043,Subscriber,1974,1
158,02:43.9,3520,05:22.3,Adam Clayton Powell Blvd & W 118 St,40.804372,3508,-73.951475,St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,37751,Subscriber,1983,1
1418,02:46.5,3093,26:25.1,N 6 St & Bedford Ave,40.71745169,3297,-73.95850939,6 St & 7 Ave,40.6686627,-73.97988067,37039,Subscriber,1986,1
195,03:27.5,319,06:43.4,Fulton St & Broadway,40.711066,320,-74.009447,Leonard St & Church St,40.717571,-74.005549,37827,Customer,1969,0
777,10:07.3,478,23:05.0,11 Ave & W 41 St,40.76030096,3360,-73.99884222,Amsterdam Ave & W 79 St,40.7829391,-73.9786517,36043,Subscriber,1980,1
1754,16:13.9,3508,45:28.0,St Nicholas Ave & Manhattan Ave,40.809725,3531,-73.953149,Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286,37751,Subscriber,1983,1
494,16:29.5,3139,24:43.6,E 72 St & Park Ave,40.77118288,484,-73.96409422,W 44 St & 5 Ave,40.75500254,-73.98014437,37420,Subscriber,1955,1
1422,18:50.2,2010,42:32.7,Grand St & Greene St,40.72170005,3795,-74.00238141,10 St & 2 Ave,40.671907,-73.993612,37870,Subscriber,1988,1
1123,26:10.3,312,44:53.3,Allen St & Stanton St,40.722055,3141,-73.989111,1 Ave & E 68 St,40.76500525,-73.95818491,36622,Subscriber,1994,1
379,31:09.7,507,37:29.3,E 25 St & 2 Ave,40.73912601,454,-73.97973776,E 51 St & 1 Ave,40.75455731,-73.96592976,36559,Subscriber,1962,2
1469,46:24.8,3531,10:54.4,Frederick Douglass Blvd & W 129 St,40.8125511,3518,-73.9492286,Lenox Ave & W 126 St,40.808442,-73.9452087,37751,Subscriber,1983,1
663,49:54.1,3400,00:58.1,E 110 St & Madison Ave,40.7961535,3286,-73.94782145,E 89 St & 3 Ave,40.7806284,-73.9521667,37093,Subscriber,1979,2
917,03:27.8,3141,18:45.6,1 Ave & E 68 St,40.76500525,476,-73.95818491,E 31 St & 3 Ave,40.74394314,-73.97966069,36622,Subscriber,1964,1
2056,16:11.6,3518,50:27.9,Lenox Ave & W 126 St,40.808442,3510,-73.9452087,Adam Clayton Powell Blvd & W 123 St,40.8078316,-73.949373,37751,Subscriber,1983,1
769,18:43.9,313,31:33.4,Washington Ave & Park Ave,40.69610226,307,-73.96751037,Canal St & Rutgers St,40.71427487,-73.98990025,36053,Subscriber,1990,1
1967,20:03.0,3161,52:50.0,W 76 St & Columbus Ave,40.78018397,3740,-73.97728533,W Broadway & W Houston St,40.726378,-74.000472,36043,Customer,1999,1
142,20:51.0,3119,23:13.9,Vernon Blvd & 50 Ave,40.74232744,3118,-73.95411749,McGuinness Blvd & Eagle St,40.73555,-73.95284,37202,Subscriber,1986,1
529,26:08.8,3286,34:58.6,E 89 St & 3 Ave,40.7806284,3156,-73.9521667,E 72 St & York Ave,40.76663814,-73.95348296,37093,Subscriber,1999,2
626,39:13.5,476,49:39.6,E 31 St & 3 Ave,40.74394314,439,-73.97966069,E 4 St & 2 Ave,40.7262807,-73.98978041,36622,Subscriber,1985,1
790,50:59.2,3510,04:09.4,Adam Clayton Powell Blvd & W 123 St,40.8078316,3552,-73.949373,W 113 St & Broadway,40.805973,-73.964928,37751,Subscriber,1998,2
370,51:57.5,3812,58:07.9,University Pl & E 14 St,40.734814,442,-73.992085,W 27 St & 7 Ave,40.746647,-73.993915,36193,Subscriber,1971,1
2068,52:04.7,3124,26:33.5,46 Ave & 5 St,40.74731,539,-73.95451,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,37078,Customer,1969,0
634,22:42.9,3775,33:17.3,Suydam St & Knickerbocker Ave,40.702013,3080,-73.923769,S 4 St & Rodney St,40.70934,-73.95608,36193,Subscriber,1993,1
611,37:03.1,3158,47:14.5,W 63 St & Broadway,40.77163851,466,-73.98261428,W 25 St & 6 Ave,40.74395411,-73.99144871,37827,Subscriber,1991,1
1354,45:37.2,3110,08:12.1,Meserole Ave & Manhattan Ave,40.72708584,3288,-73.95299117,E 88 St & 1 Ave,40.778301,-73.9488134,36043,Subscriber,1985,1
837,07:33.0,3785,21:30.9,W 42 St & 6 Ave,40.75492,3284,-73.98455,E 88 St & Park Ave,40.7814107,-73.95595908,37202,Subscriber,1970,1
286,09:28.4,3687,14:15.1,E 33 St & 1 Ave,40.74322681,492,-73.97449784,W 33 St & 7 Ave,40.75019995,-73.99093085,36147,Subscriber,1970,1
1001,12:05.0,3179,28:46.2,Park Ave & Marcus Garvey Blvd,40.698617,3093,-73.941342,N 6 St & Bedford Ave,40.71745169,-73.95850939,37039,Customer,1989,2
6906,20:22.2,3528,15:29.1,Steinway St & 23 Ave,40.7713937,3528,-73.9077436,Steinway St & 23 Ave,40.7713937,-73.9077436,37544,Customer,1989,2
901,22:59.4,471,38:00.6,Grand St & Havemeyer St,40.71286844,2010,-73.95698119,Grand St & Greene St,40.72170005,-74.00238141,37870,Subscriber,1987,2
1338,25:48.8,3299,48:07.7,E 98 St & Park Ave,40.78813,3124,-73.95206,46 Ave & 5 St,40.74731,-73.95451,37078,Subscriber,1988,2
510,26:04.6,3736,34:35.0,E 12 St & Ave C,40.727243,507,-73.976831,E 25 St & 2 Ave,40.73912601,-73.97973776,36559,Subscriber,1993,1
1104,29:40.3,3284,48:04.4,E 88 St & Park Ave,40.7814107,3124,-73.95595908,46 Ave & 5 St,40.74731,-73.95451,37202,Subscriber,1984,1
201,33:39.8,3288,37:01.6,E 88 St & 1 Ave,40.778301,3318,-73.9488134,2 Ave & E 96 St,40.7839636,-73.9471673,36043,Subscriber,1989,2
2544,42:27.7,3531,24:52.6,Frederick Douglass Blvd & W 129 St,40.8125511,3529,-73.9492286,Lenox Ave & W 130 St,40.8107922,-73.9430681,37751,Subscriber,1983,1
684,44:24.1,466,55:48.4,W 25 St & 6 Ave,40.74395411,320,-73.99144871,Leonard St & Church St,40.717571,-74.005549,37827,Customer,1991,2
231,48:13.3,492,52:05.2,W 33 St & 7 Ave,40.75019995,472,-73.99093085,E 32 St & Park Ave,40.7457121,-73.98194829,36147,Customer,1994,1
142,52:58.7,3318,55:21.2,2 Ave & E 96 St,40.7839636,3336,-73.9471673,E 97 St & Madison Ave,40.787801,-73.953559,36043,Subscriber,1994,2
1871,58:17.1,344,29:28.3,Monroe St & Bedford Ave,40.6851443,312,-73.95380904,Allen St & Stanton St,40.722055,-73.989111,36622,Subscriber,1997,1
139,03:20.6,3124,05:40.5,46 Ave & 5 St,40.74731,3119,-73.95451,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,37202,Subscriber,1985,1
408,05:07.2,472,11:55.3,E 32 St & Park Ave,40.7457121,504,-73.98194829,1 Ave & E 16 St,40.73221853,-73.98165557,36147,Subscriber,1984,1
271,06:30.7,3080,11:02.2,S 4 St & Rodney St,40.70934,3067,-73.95608,Broadway & Whipple St,40.7016657,-73.9437303,36193,Subscriber,1969,2
824,09:30.5,3336,23:15.0,E 97 St & Madison Ave,40.787801,2022,-73.953559,E 60 St & York Ave,40.759107,-73.959223,36043,Subscriber,1981,1
212,09:46.5,481,13:18.9,S 3 St & Bedford Ave,40.71260486,539,-73.96264403,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,36902,Subscriber,1993,1
1535,12:56.6,3108,38:32.3,Nassau Ave & Russell St,40.72557,3106,-73.94434,Driggs Ave & N Henry St,40.72325,-73.94308,37827,Subscriber,1963,2
889,15:47.6,539,30:37.2,Metropolitan Ave & Bedford Ave,40.71534825,3078,-73.96024116,Broadway & Roebling St,40.70924826,-73.96063149,36902,Subscriber,1993,1
1489,15:58.3,3362,40:48.1,Madison Ave & E 82 St,40.7781314,236,-73.96069399,St Marks Pl & 2 Ave,40.7284186,-73.98713956,36147,Subscriber,1997,1
249,20:14.8,223,24:24.3,W 13 St & 7 Ave,40.73781509,494,-73.99994661,W 26 St & 8 Ave,40.74734825,-73.99723551,36053,Subscriber,1981,2
1998,24:58.5,3852,58:17.0,Stewart Ave & Johnson Ave,40.70869,405,-73.92587,Washington St & Gansevoort St,40.739323,-74.008119,37093,Subscriber,1996,1
2662,27:34.0,347,11:56.3,Greenwich St & W Houston St,40.728846,3147,-74.008591,E 85 St & 3 Ave,40.77801203,-73.95407149,36193,Customer,1994,1
2114,27:40.9,3306,02:55.3,10 St & 7 Ave,40.6662078,3860,-73.98199886,Wilson Ave & Troutman St,40.70166,-73.92754,37870,Customer,1994,1
1348,27:46.2,3117,50:14.5,Franklin St & Dupont St,40.73564,3725,-73.95866,2 Ave & E 72 St,40.76876203,-73.95840794,37078,Subscriber,2000,2
2246,30:31.1,3914,07:57.1,West End Ave & W 78 St,40.783786,3165,-73.981687,Central Park West & W 72 St,40.77579377,-73.97620574,37544,Subscriber,1955,1
494,04:44.1,2017,12:58.8,E 43 St & 2 Ave,40.75022392,3142,-73.97121414,1 Ave & E 62 St,40.7612274,-73.96094022,36622,Customer,1978,1
522,08:48.6,3467,17:31.0,W Broadway & Spring St,40.72494672,438,-74.00165856,St Marks Pl & 1 Ave,40.72779126,-73.98564945,36902,Subscriber,1987,1
817,09:28.1,385,23:06.1,E 55 St & 2 Ave,40.75797322,2006,-73.96603308,Central Park S & 6 Ave,40.76590936,-73.97634151,36147,Subscriber,1974,1
523,10:54.1,533,19:37.6,Broadway & W 38 St,40.75299641,508,-73.98721619,W 46 St & 11 Ave,40.76341379,-73.99667444,36069,Subscriber,1975,1
326,13:19.5,3510,18:46.2,Adam Clayton Powell Blvd & W 123 St,40.8078316,3509,-73.949373,Lenox Ave & W 115 St,40.8011939,-73.9500739,37751,Subscriber,1998,2
931,20:16.1,323,35:47.2,Lawrence St & Willoughby St,40.69236178,3260,-73.98631746,Mercer St & Bleecker St,40.72706363,-73.99662137,36053,Subscriber,1952,1
863,21:52.8,438,36:15.9,St Marks Pl & 1 Ave,40.72779126,481,-73.98564945,S 3 St & Bedford Ave,40.71260486,-73.96264403,36902,Subscriber,1971,1
891,22:33.3,458,37:24.5,11 Ave & W 27 St,40.751396,317,-74.005226,E 6 St & Avenue B,40.72453734,-73.98185424,37039,Subscriber,1985,1
129,27:08.9,3509,29:18.5,Lenox Ave & W 115 St,40.8011939,3520,-73.9500739,Adam Clayton Powell Blvd & W 118 St,40.804372,-73.951475,37751,Subscriber,1998,2
459,31:03.4,3736,38:43.2,E 12 St & Ave C,40.727243,297,-73.976831,E 15 St & 3 Ave,40.734232,-73.986923,37420,Subscriber,1989,1
688,37:40.8,311,49:09.0,Norfolk St & Broome St,40.7172274,293,-73.98802084,Lafayette St & E 8 St,40.73020661,-73.99102628,36043,Customer,1999,1
1316,37:51.4,3297,59:47.7,6 St & 7 Ave,40.6686627,3306,-73.97988067,10 St & 7 Ave,40.6662078,-73.98199886,37870,Subscriber,1976,1
515,40:06.7,3260,48:42.1,Mercer St & Bleecker St,40.72706363,223,-73.99662137,W 13 St & 7 Ave,40.73781509,-73.99994661,36053,Subscriber,1995,1
1229,40:30.0,297,00:59.3,E 15 St & 3 Ave,40.734232,533,-73.986923,Broadway & W 38 St,40.75299641,-73.98721619,37420,Subscriber,1989,1
259,41:10.1,508,45:29.3,W 46 St & 11 Ave,40.76341379,458,-73.99667444,11 Ave & W 27 St,40.751396,-74.005226,36069,Subscriber,1983,1
1473,44:43.7,216,09:17.2,Columbia Heights & Cranberry St,40.70037867,3108,-73.99548059,Nassau Ave & Russell St,40.72557,-73.94434,37827,Subscriber,1970,2
210,44:48.0,3173,48:18.7,Riverside Blvd & W 67 St,40.77750703,3914,-73.98888588,West End Ave & W 78 St,40.783786,-73.981687,37544,Subscriber,1989,2
760,45:39.6,3082,58:20.1,Hope St & Union Ave,40.71167351,3117,-73.95141312,Franklin St & Dupont St,40.73564,-73.95866,37078,Subscriber,1996,1
862,55:46.7,293,10:09.6,Lafayette St & E 8 St,40.73020661,435,-73.99102628,W 21 St & 6 Ave,40.74173969,-73.99415556,36043,Subscriber,1966,1
2411,56:08.3,317,36:19.8,E 6 St & Avenue B,40.72453734,376,-73.98185424,John St & William St,40.70862144,-74.00722156,37039,Subscriber,1976,1
492,59:00.5,458,07:13.4,11 Ave & W 27 St,40.751396,127,-74.005226,Barrow St & Hudson St,40.73172428,-74.00674436,36069,Subscriber,1964,1
1719,02:23.5,3613,31:03.4,Center Blvd & 48 Ave,40.745038,3305,-73.957539,E 91 St & 2 Ave,40.7811223,-73.94965589,36559,Subscriber,1967,1
2527,02:34.5,3520,44:42.0,Adam Clayton Powell Blvd & W 118 St,40.804372,3529,-73.951475,Lenox Ave & W 130 St,40.8107922,-73.9430681,37751,Customer,1999,1
397,06:23.7,2006,13:01.3,Central Park S & 6 Ave,40.76590936,3362,-73.97634151,Madison Ave & E 82 St,40.7781314,-73.96069399,36147,Subscriber,1972,1
1451,06:32.1,3142,30:43.7,1 Ave & E 62 St,40.7612274,257,-73.96094022,Lispenard St & Broadway,40.71939226,-74.00247214,36622,Subscriber,1987,1
1186,07:21.2,3236,27:07.8,W 42 St & Dyer Ave,40.75898481,3135,-73.99379969,E 75 St & 3 Ave,40.77112927,-73.95772297,37202,Subscriber,1988,1
1277,17:36.6,3156,38:54.1,E 72 St & York Ave,40.76663814,3725,-73.95348296,2 Ave & E 72 St,40.76876203,-73.95840794,37078,Subscriber,1991,2
1001,20:59.9,3352,37:41.8,Sigourney St & Columbia St,40.67267243,3562,-74.00879525,Classon Ave & St Marks Ave,40.6765198,-73.9596082,37420,Subscriber,1986,1
2454,30:55.8,3282,11:50.2,5 Ave & E 88 St,40.78307,3296,-73.95939,E 93 St & 2 Ave,40.78245418,-73.94891962,37202,Subscriber,1959,1
1893,33:16.9,499,04:50.9,Broadway & W 60 St,40.76915505,3531,-73.98191841,Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286,37751,Subscriber,1983,2
1619,09:53.8,167,36:52.8,E 39 St & 3 Ave,40.7489006,495,-73.97604882,W 47 St & 10 Ave,40.76269882,-73.99301222,36069,Subscriber,1989,1
931,13:19.1,320,28:50.1,Leonard St & Church St,40.717571,216,-74.005549,Columbia Heights & Cranberry St,40.70037867,-73.99548059,37827,Subscriber,1992,1
2849,14:24.7,3616,01:54.7,Steinway St & 28 Ave,40.7656251,3173,-73.9136695,Riverside Blvd & W 67 St,40.77750703,-73.98888588,37544,Subscriber,1975,2
516,15:06.8,3604,23:43.1,Rogers Ave & Sterling St,40.6630619,3423,-73.9538746,West Drive & Prospect Park West,40.66106337,-73.97945255,37870,Subscriber,1994,1
521,20:03.2,251,28:45.1,Mott St & Prince St,40.72317958,351,-73.99480012,Front St & Maiden Ln,40.70530954,-74.00612572,36902,Subscriber,1994,2
1836,28:39.8,3552,59:16.7,W 113 St & Broadway,40.805973,3510,-73.964928,Adam Clayton Powell Blvd & W 123 St,40.8078316,-73.949373,37751,Subscriber,1998,2
1900,30:24.5,3799,02:04.7,6 Ave & W 34 St,40.74964,347,-73.98805,Greenwich St & W Houston St,40.728846,-74.008591,36193,Customer,1969,0
810,31:34.5,351,45:05.2,Front St & Maiden Ln,40.70530954,3467,-74.00612572,W Broadway & Spring St,40.72494672,-74.00165856,36902,Subscriber,1994,2
2998,32:40.0,539,22:38.2,Metropolitan Ave & Bedford Ave,40.71534825,3082,-73.96024116,Hope St & Union Ave,40.71167351,-73.95141312,37078,Customer,1969,0
745,35:13.9,3158,47:39.0,W 63 St & Broadway,40.77163851,462,-73.98261428,W 22 St & 10 Ave,40.74691959,-74.00451887,37202,Subscriber,1968,1
515,36:14.3,439,44:49.5,E 4 St & 2 Ave,40.7262807,250,-73.98978041,Lafayette St & Jersey St,40.72456089,-73.99565293,36622,Customer,1978,1
3032,38:53.5,495,29:26.3,W 47 St & 10 Ave,40.76269882,3736,-73.99301222,E 12 St & Ave C,40.727243,-73.976831,37420,Subscriber,1989,1
704,45:25.2,495,57:09.3,W 47 St & 10 Ave,40.76269882,533,-73.99301222,Broadway & W 38 St,40.75299641,-73.98721619,36069,Subscriber,1975,1
886,47:15.3,250,02:01.6,Lafayette St & Jersey St,40.72456089,2017,-73.99565293,E 43 St & 2 Ave,40.75022392,-73.97121414,36622,Customer,1978,1
682,49:23.9,462,00:46.9,W 22 St & 10 Ave,40.74691959,3236,-74.00451887,W 42 St & Dyer Ave,40.75898481,-73.99379969,37202,Subscriber,1982,2
1009,24:31.2,3165,41:21.1,Central Park West & W 72 St,40.77579377,454,-73.97620574,E 51 St & 1 Ave,40.75455731,-73.96592976,37544,Customer,1988,1
2634,26:42.8,3402,10:36.8,Court St & State St,40.6902375,3352,-73.99203074,Sigourney St & Columbia St,40.67267243,-74.00879525,37420,Subscriber,1967,2
1168,32:27.8,3150,51:55.8,E 85 St & York Ave,40.77536905,3134,-73.94803392,3 Ave & E 62 St,40.76312584,-73.96526895,37202,Customer,1988,1
1009,34:48.0,3283,51:37.9,W 89 St & Columbus Ave,40.7882213,3497,-73.97041561,Pleasant Ave & E 116 St,40.7949879,-73.9333349,37039,Subscriber,1990,2
2191,40:09.9,3725,16:41.2,2 Ave & E 72 St,40.76876203,3156,-73.95840794,E 72 St & York Ave,40.76663814,-73.95348296,37078,Subscriber,1991,2
900,41:47.1,3169,56:47.5,Riverside Dr & W 82 St,40.78720869,3881,-73.98128127,12 Ave & W 125 St,40.818299,-73.960405,36053,Subscriber,1997,1
1759,49:29.9,3808,18:49.8,24 St & 41 Ave,40.752474,3130,-73.939991,21 St & Queens Plaza North,40.75325964,-73.94335788,37827,Subscriber,1969,1
906,54:48.5,454,09:55.2,E 51 St & 1 Ave,40.75455731,3736,-73.96592976,E 12 St & Ave C,40.727243,-73.976831,37544,Subscriber,1980,1
673,56:43.3,3134,07:56.6,3 Ave & E 62 St,40.76312584,3282,-73.96526895,5 Ave & E 88 St,40.78307,-73.95939,37202,Subscriber,1953,1
3301,58:37.0,161,53:38.0,LaGuardia Pl & W 3 St,40.72917025,3530,-73.99810231,Crescent St & Ditmars Blvd,40.7787185,-73.9145645,37870,Customer,1990,1
982,59:16.8,3534,15:39.3,Frederick Douglass Blvd & W 117 St,40.805159,499,-73.954692,Broadway & W 60 St,40.76915505,-73.98191841,37751,Subscriber,1987,1
416,04:37.8,3497,11:34.5,Pleasant Ave & E 116 St,40.7949879,3628,-73.9333349,Lenox Ave & W 117 St,40.8025566,-73.9490782,37039,Subscriber,1990,2
1599,06:33.0,539,33:12.8,Metropolitan Ave & Bedford Ave,40.71534825,3774,-73.96024116,Knickerbocker Ave & George St,40.704425,-73.92836,36147,Subscriber,1990,2
870,09:01.8,3595,23:32.5,35 St & Broadway,40.760339,3513,-73.9222427,21 St & Hoyt Ave S,40.774645,-73.923706,36974,Subscriber,1991,1
1472,10:01.0,3118,34:34.0,McGuinness Blvd & Eagle St,40.73555,3148,-73.95284,E 84 St & 1 Ave,40.77565541,-73.95068615,36193,Customer,1992,1
1701,52:12.9,3297,20:34.1,6 St & 7 Ave,40.6686627,251,-73.97988067,Mott St & Prince St,40.72317958,-73.99480012,37039,Subscriber,1990,1
1092,52:45.1,504,10:57.7,1 Ave & E 16 St,40.73221853,3815,-73.98165557,E 51 St & 2 Ave,40.755293,-73.967641,36147,Customer,1993,1
332,55:10.5,307,00:42.9,Canal St & Rutgers St,40.71427487,320,-73.98990025,Leonard St & Church St,40.717571,-74.005549,36053,Subscriber,1992,1
778,59:59.7,3740,12:58.5,W Broadway & W Houston St,40.726378,502,-74.000472,Henry St & Grand St,40.714211,-73.981095,36043,Subscriber,1980,1
1305,02:56.5,3795,24:42.3,10 St & 2 Ave,40.671907,3604,-73.993612,Rogers Ave & Sterling St,40.6630619,-73.9538746,37870,Customer,1985,1
135,07:03.8,3093,09:19.6,N 6 St & Bedford Ave,40.71745169,3093,-73.95850939,N 6 St & Bedford Ave,40.71745169,-73.95850939,36902,Subscriber,1993,1
175,10:41.5,3528,13:36.7,Steinway St & 23 Ave,40.7713937,3616,-73.9077436,Steinway St & 28 Ave,40.7656251,-73.9136695,37544,Subscriber,1988,1
2679,23:28.9,303,08:08.7,Mercer St & Spring St,40.72362738,3384,-73.99949601,Smith St & 3 St,40.6787242,-73.99599099,36622,Subscriber,1994,1
249,38:25.4,3383,42:35.3,Cathedral Pkwy & Broadway,40.804213,3343,-73.96699104,W 107 St & Columbus Ave,40.7997568,-73.96211287,36559,Subscriber,1995,2
331,38:42.9,3147,44:14.7,E 85 St & 3 Ave,40.77801203,3725,-73.95407149,2 Ave & E 72 St,40.76876203,-73.95840794,36193,Subscriber,1991,1
1010,45:19.6,3071,02:10.5,Boerum St & Broadway,40.70538077,3778,-73.94976519,Irving Ave & DeKalb Ave,40.7027,-73.92095,36902,Customer,1994,1
1732,46:41.5,376,15:34.1,John St & William St,40.70862144,3283,-74.00722156,W 89 St & Columbus Ave,40.7882213,-73.97041561,37039,Subscriber,1967,1
259,48:56.9,3725,53:15.9,2 Ave & E 72 St,40.76876203,3151,-73.95840794,E 81 St & York Ave,40.7728384,-73.94989233,36193,Subscriber,1999,2
2447,51:45.7,305,32:33.1,E 58 St & 3 Ave,40.76095756,539,-73.96724467,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,36147,Customer,1986,1
1709,56:00.9,3154,24:30.1,E 77 St & 3 Ave,40.77314236,3617,-73.95856158,28 Ave & 35 St,40.7671,-73.9169858,36043,Subscriber,1982,2
2108,07:35.3,3151,42:43.9,E 81 St & York Ave,40.7728384,3118,-73.94989233,McGuinness Blvd & Eagle St,40.73555,-73.95284,36193,Subscriber,1995,2
2596,08:53.7,3384,52:10.6,Smith St & 3 St,40.6787242,392,-73.99599099,Jay St & Tech Pl,40.695065,-73.987167,36622,Subscriber,1994,1
5591,13:24.1,3881,46:35.1,12 Ave & W 125 St,40.818299,3881,-73.960405,12 Ave & W 125 St,40.818299,-73.960405,37093,Customer,1990,1
404,16:37.8,3135,23:22.8,E 75 St & 3 Ave,40.77112927,3150,-73.95772297,E 85 St & York Ave,40.77536905,-73.94803392,37202,Subscriber,1964,1
1581,19:59.0,3860,46:20.1,Wilson Ave & Troutman St,40.70166,161,-73.92754,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,37870,Subscriber,1988,1
1571,21:19.6,503,47:31.2,E 20 St & Park Ave,40.73827428,435,-73.98751968,W 21 St & 6 Ave,40.74173969,-73.99415556,36053,Customer,1975,1
307,37:36.2,3553,42:43.5,Frederick Douglass Blvd & W 112 St,40.801694,3494,-73.957145,E 115 St & Lexington Ave,40.797911,-73.9423,37093,Subscriber,1989,1
559,42:53.2,3232,52:12.9,Bond St & Fulton St,40.68962189,3326,-73.98304269,Clinton St & Centre St,40.67434,-74.00194698,37202,Customer,1998,1
2698,51:07.2,82,36:05.9,St James Pl & Pearl St,40.71117416,267,-74.00016545,Broadway & W 36 St,40.75097711,-73.98765428,36193,Subscriber,1986,2
1089,59:10.5,3140,17:19.9,1 Ave & E 78 St,40.77140426,297,-73.9535166,E 15 St & 3 Ave,40.734232,-73.986923,37544,Subscriber,1966,1
665,10:42.6,3141,21:47.9,1 Ave & E 68 St,40.76500525,3495,-73.95818491,E 114 St & 1 Ave,40.7945663,-73.9362541,36392,Subscriber,1983,1
1407,13:48.9,519,37:16.0,Pershing Square North,40.751873,363,-73.977706,West Thames St,40.70834698,-74.01713445,37827,Subscriber,1962,1
1025,28:01.3,319,45:06.7,Fulton St & Broadway,40.711066,3715,-74.009447,Driggs Ave & N 9 St,40.71816969,-73.95520136,37420,Subscriber,1989,1
754,31:42.8,3141,44:17.2,1 Ave & E 68 St,40.76500525,3283,-73.95818491,W 89 St & Columbus Ave,40.7882213,-73.97041561,37009,Subscriber,1979,2
1777,37:18.7,267,06:56.0,Broadway & W 36 St,40.75097711,497,-73.98765428,E 17 St & Broadway,40.73704984,-73.99009296,36193,Subscriber,1986,2
1177,42:27.9,515,02:05.6,W 43 St & 10 Ave,40.76009437,448,-73.99461843,W 37 St & 10 Ave,40.75660359,-73.9979009,36559,Subscriber,1972,1
2101,39:21.9,494,14:23.6,W 26 St & 8 Ave,40.74734825,297,-73.99723551,E 15 St & 3 Ave,40.734232,-73.986923,36053,Subscriber,1958,1
1967,44:00.4,3078,16:48.0,Broadway & Roebling St,40.70924826,3071,-73.96063149,Boerum St & Broadway,40.70538077,-73.94976519,36902,Subscriber,1993,2
1064,47:29.1,435,05:13.2,W 21 St & 6 Ave,40.74173969,3154,-73.99415556,E 77 St & 3 Ave,40.77314236,-73.95856158,36043,Subscriber,1976,1
459,47:32.7,236,55:11.8,St Marks Pl & 2 Ave,40.7284186,128,-73.98713956,MacDougal St & Prince St,40.72710258,-74.00297088,36147,Subscriber,1987,1
208,48:01.0,127,51:29.4,Barrow St & Hudson St,40.73172428,254,-74.00674436,W 11 St & 6 Ave,40.73532427,-73.99800419,36069,Subscriber,1979,1
1080,52:55.5,3305,10:56.2,E 91 St & 2 Ave,40.7811223,3383,-73.94965589,Cathedral Pkwy & Broadway,40.804213,-73.96699104,36559,Subscriber,1988,0
1739,53:24.7,533,22:23.7,Broadway & W 38 St,40.75299641,3402,-73.98721619,Court St & State St,40.6902375,-73.99203074,37420,Subscriber,1994,2
1305,55:13.7,257,16:59.0,Lispenard St & Broadway,40.71939226,303,-74.00247214,Mercer St & Spring St,40.72362738,-73.99949601,36622,Subscriber,1963,1
1698,57:54.8,3811,26:12.9,27 Ave & 3 St,40.77485,3595,-73.9342,35 St & Broadway,40.760339,-73.9222427,36974,Subscriber,1991,1
1275,58:16.4,376,19:32.1,John St & William St,40.70862144,376,-74.00722156,John St & William St,40.70862144,-74.00722156,37039,Subscriber,1963,1
975,01:31.7,128,17:46.7,MacDougal St & Prince St,40.72710258,305,-74.00297088,E 58 St & 3 Ave,40.76095756,-73.96724467,36147,Subscriber,1987,1
