1047,45:10.4,491,02:38.0,E 24 St & Park Ave S,40.74096374,316,-73.98602213,Fulton St & William St,40.70955958,-74.00653609,34262,Subscriber,1983,1
856,32:25.7,508,46:42.2,W 46 St & 11 Ave,40.76341379,359,-73.99667444,E 47 St & Park Ave,40.75510267,-73.97498696,34207,Subscriber,1983,1
176,34:31.0,403,37:27.4,E 2 St & 2 Ave,40.72502876,229,-73.99069656,Great Jones St,40.72743423,-73.99379025,33890,Subscriber,1985,2
1417,36:47.1,3709,00:24.6,W 15 St & 6 Ave,40.73804614,3142,-73.99642959,1 Ave & E 62 St,40.7612274,-73.96094022,34820,Subscriber,1985,2
927,37:24.9,3109,52:52.2,Banker St & Meserole Ave,40.72606,3119,-73.95621,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,34026,Subscriber,1948,1
412,40:42.4,285,47:35.3,Broadway & E 14 St,40.73454567,432,-73.99074142,E 7 St & Avenue A,40.72621788,-73.98379855,35327,Subscriber,1991,1
766,40:51.5,3466,53:38.3,W 45 St & 6 Ave -,40.75668721,494,-73.98257732,W 26 St & 8 Ave,40.74734825,-73.99723551,35589,Subscriber,1973,2
626,46:56.9,359,57:23.4,E 47 St & Park Ave,40.75510267,3725,-73.97498696,2 Ave & E 72 St,40.76876203,-73.95840794,34207,Subscriber,1969,1
980,49:40.4,3260,06:00.9,Mercer St & Bleecker St,40.72706363,519,-73.99662137,Pershing Square North,40.751873,-73.977706,34848,Subscriber,1985,1
918,50:57.6,282,06:16.5,Kent Ave & S 11 St,40.70764494,3100,-73.96841526,Nassau Ave & Newell St,40.72481256,-73.94752622,35095,Subscriber,1974,1
699,01:46.5,446,13:26.2,W 24 St & 7 Ave,40.74487634,519,-73.99529885,Pershing Square North,40.751873,-73.977706,35376,Subscriber,1982,2
322,06:18.7,465,11:40.7,Broadway & W 41 St,40.75513557,3680,-73.98658032,E 43 St & 5 Ave,40.75412081,-73.98025185,33890,Subscriber,1987,1
2409,44:57.2,447,25:06.4,8 Ave & W 52 St,40.76370739,3002,-73.9851615,South End Ave & Liberty St,40.711512,-74.015756,34262,Subscriber,1983,1
1329,45:00.7,3641,07:10.3,Broadway & W 25 St,40.74286877,3467,-73.98918629,W Broadway & Spring Street,40.72494672,-74.00165856,34848,Customer,2003,2
635,46:19.4,402,56:55.2,Broadway & E 22 St,40.7403432,3260,-73.98955109,Mercer St & Bleecker St,40.72706363,-73.99662137,35084,Subscriber,1989,1
