tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
737,15:05.2,27:22.3,228,E 48 St & 3 Ave,40.7546011,-73.97187886,3369,E 82 St & East End Ave,40.7724607,-73.9468208,47437,Customer,1970,0
516,02:26.8,11:03.1,3369,E 82 St & East End Ave,40.7724607,-73.9468208,3309,E 97 St & 3 Ave,40.7859201,-73.94860294,47437,Customer,1970,0
656,25:24.5,36:20.7,3309,E 97 St & 3 Ave,40.7859201,-73.94860294,3141,1 Ave & E 68 St,40.76500525,-73.95818491,47437,Customer,1970,0
335,56:08.0,01:43.9,3141,1 Ave & E 68 St,40.76500525,-73.95818491,3148,E 84 St & 1 Ave,40.77565541,-73.95068615,47437,Customer,1970,0
872,12:11.4,26:44.2,3148,E 84 St & 1 Ave,40.77565541,-73.95068615,3369,E 82 St & East End Ave,40.7724607,-73.9468208,47437,Customer,1970,0
991,55:31.7,12:03.1,3369,E 82 St & East End Ave,40.7724607,-73.9468208,3697,W 64 St & Thelonious Monk Circle,40.77515953,-73.98918696,47437,Customer,1970,0
499,19:12.2,27:31.7,3697,W 64 St & Thelonious Monk Circle,40.77515953,-73.98918696,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,47437,Subscriber,1990,1
1274,35:28.2,56:42.9,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,501,FDR Drive & E 35 St,40.744219,-73.97121214,47437,Customer,1970,0
1566,59:28.4,25:34.4,501,FDR Drive & E 35 St,40.744219,-73.97121214,439,E 4 St & 2 Ave,40.7262807,-73.98978041,47437,Customer,1970,0
565,33:59.3,43:25.3,439,E 4 St & 2 Ave,40.7262807,-73.98978041,2010,Grand St & Greene St,40.72170005,-74.00238141,47437,Customer,1970,0
770,19:20.0,32:10.7,2010,Grand St & Greene St,40.72170005,-74.00238141,502,Henry St & Grand St,40.714211,-73.981095,47437,Customer,1970,0
1437,32:41.2,56:38.4,502,Henry St & Grand St,40.714211,-73.981095,3112,Milton St & Franklin St,40.72906,-73.95779,47437,Customer,1970,0
2211,06:55.9,43:47.3,3112,Milton St & Franklin St,40.72906,-73.95779,4429,Prospect Park SW & Greenwood Ave,40.652563,-73.972573,47437,Customer,1970,0
2379,04:09.2,43:48.2,4429,Prospect Park SW & Greenwood Ave,40.652563,-73.972573,3888,Woodward Ave & Harman St,40.70793,-73.91092,47437,Customer,1970,0
445,52:17.0,59:42.5,3888,Woodward Ave & Harman St,40.70793,-73.91092,3086,Graham Ave & Conselyea St,40.715143,-73.944507,47437,Customer,1970,0
353,35:44.2,41:37.2,3086,Graham Ave & Conselyea St,40.715143,-73.944507,3082,Hope St & Union Ave,40.71167351,-73.95141312,47437,Customer,1970,0
704,07:52.1,19:36.6,3082,Hope St & Union Ave,40.71167351,-73.95141312,3108,Nassau Ave & Russell St,40.72557,-73.94434,47437,Customer,1970,0
364,02:01.9,08:06.0,3108,Nassau Ave & Russell St,40.72557,-73.94434,3715,Driggs Ave & N 9 St,40.71816969,-73.95520136,47437,Subscriber,1990,1
1108,23:45.3,42:13.9,3715,Driggs Ave & N 9 St,40.71816969,-73.95520136,3046,Marcus Garvey Blvd & Macon St,40.682601,-73.938037,47437,Customer,1970,0
2004,37:35.3,11:00.1,3046,Marcus Garvey Blvd & Macon St,40.682601,-73.938037,398,Atlantic Ave & Furman St,40.69165183,-73.9999786,47437,Customer,1970,0
1791,35:25.3,05:16.4,398,Atlantic Ave & Furman St,40.69165183,-73.9999786,3043,Lewis Ave & Decatur St,40.6814598,-73.934903,47437,Customer,1970,0
4104,54:36.6,03:00.6,3043,Lewis Ave & Decatur St,40.6814598,-73.934903,436,Hancock St & Bedford Ave,40.68216564,-73.95399026,47437,Customer,1970,0
241,18:42.0,22:43.5,436,Hancock St & Bedford Ave,40.68216564,-73.95399026,364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,47437,Customer,1970,0
600,48:36.9,58:37.4,364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,3582,Lincoln Pl & Classon Ave,40.6721683,-73.9609,47437,Customer,1970,0
490,03:49.4,12:00.1,3582,Lincoln Pl & Classon Ave,40.6721683,-73.9609,3416,7 Ave & Park Pl,40.6776147,-73.97324283,47437,Customer,1970,0
1799,06:14.1,36:13.9,3354,3 St & Prospect Park West,40.668132,-73.97363831,3354,3 St & Prospect Park West,40.668132,-73.97363831,47437,Customer,1970,0
1659,45:02.9,12:42.0,3354,3 St & Prospect Park West,40.668132,-73.97363831,330,Reade St & Broadway,40.71450451,-74.00562789,47437,Subscriber,1989,2
4179,41:11.7,50:51.3,330,Reade St & Broadway,40.71450451,-74.00562789,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,47437,Customer,1970,0
1506,07:20.7,32:26.8,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,3415,Prospect Pl & 6 Ave,40.6793307,-73.97519523,47437,Customer,1970,0
746,51:47.9,04:14.4,3415,Prospect Pl & 6 Ave,40.6793307,-73.97519523,4225,Clinton St & Tillary St,40.69623297,-73.99142057,47437,Customer,1970,0
529,03:11.5,12:00.7,4225,Clinton St & Tillary St,40.69623297,-73.99142057,343,Clinton Ave & Flushing Ave,40.69794,-73.96986848,47437,Customer,1970,0
371,15:29.3,21:40.5,343,Clinton Ave & Flushing Ave,40.69794,-73.96986848,3804,Front St & Jay St,40.702461,-73.986842,47437,Customer,1970,0
1724,04:24.2,33:08.8,3804,Front St & Jay St,40.702461,-73.986842,456,E 53 St & Madison Ave,40.7597108,-73.97402311,47437,Customer,1970,0
2893,37:40.8,25:54.3,456,E 53 St & Madison Ave,40.7597108,-73.97402311,4164,E 174 St & Longfellow Ave,40.836274,-73.884308,47437,Customer,1970,0
418,29:42.2,36:41.1,4164,E 174 St & Longfellow Ave,40.836274,-73.884308,4140,E 163 St & Union Ave,40.822545,-73.901824,47437,Customer,1970,0
1504,46:51.8,11:56.0,4140,E 163 St & Union Ave,40.822545,-73.901824,4132,Southern Blvd & Avenue St. John,40.812769,-73.901583,47437,Customer,1970,0
374,43:36.1,49:51.0,4132,Southern Blvd & Avenue St. John,40.812769,-73.901583,4135,Westchester Ave & Longwood Ave,40.819701,-73.901311,47437,Customer,1970,0
2193,25:25.4,01:59.0,4135,Westchester Ave & Longwood Ave,40.819701,-73.901311,3167,Amsterdam Ave & W 73 St,40.77966809,-73.98093045,47437,Subscriber,1976,2
513,04:04.6,12:38.3,3167,Amsterdam Ave & W 73 St,40.77966809,-73.98093045,3689,W 104 St & Amsterdam Ave,40.79904139,-73.9664948,47437,Customer,1970,0
1811,43:36.4,13:47.6,3689,W 104 St & Amsterdam Ave,40.79904139,-73.9664948,4216,10 Ave & W 14 St,40.7419816,-74.0083158,47437,Customer,1970,0
707,34:22.9,46:10.4,4216,10 Ave & W 14 St,40.7419816,-74.0083158,432,E 7 St & Avenue A,40.72621788,-73.98379855,47437,Customer,1970,0
123,46:51.8,48:55.6,432,E 7 St & Avenue A,40.72621788,-73.98379855,3711,E 13 St & Avenue A,40.72966729,-73.98067966,47437,Customer,1970,0
588,26:28.5,36:17.5,3711,E 13 St & Avenue A,40.72966729,-73.98067966,445,E 10 St & Avenue A,40.72740794,-73.98142006,47437,Customer,1970,0
247,34:40.6,38:48.4,445,E 10 St & Avenue A,40.72740794,-73.98142006,403,E 2 St & 2 Ave,40.72502876,-73.99069656,47437,Customer,1970,0
570,36:25.0,45:55.6,403,E 2 St & 2 Ave,40.72502876,-73.99069656,3664,North Moore St & Greenwich St,40.72019521,-74.01030064,47437,Subscriber,1996,1
353,38:43.3,44:36.6,3664,North Moore St & Greenwich St,40.72019521,-74.01030064,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,47437,Customer,1970,0
1080,04:25.6,22:26.5,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,254,W 11 St & 6 Ave,40.73532427,-73.99800419,47437,Customer,1970,0
699,14:47.8,26:27.0,254,W 11 St & 6 Ave,40.73532427,-73.99800419,489,10 Ave & W 28 St,40.75066386,-74.00176802,47437,Customer,1970,0
344,42:40.3,48:24.7,489,10 Ave & W 28 St,40.75066386,-74.00176802,4215,Hudson St & W 13 St,40.74005709,-74.00527418,47437,Customer,1970,0
637,59:29.9,10:07.1,4215,Hudson St & W 13 St,40.74005709,-74.00527418,3906,West St & Liberty St,40.711444,-74.014847,47437,Customer,1970,0
278,11:25.4,16:03.9,3906,West St & Liberty St,40.711444,-74.014847,328,Watts St & Greenwich St,40.72405549,-74.00965965,47437,Subscriber,1968,1
801,17:17.4,30:38.9,328,Watts St & Greenwich St,40.72405549,-74.00965965,3435,Grand St & Elizabeth St,40.718822,-73.99596,47437,Customer,1970,0
814,32:47.8,46:22.2,3435,Grand St & Elizabeth St,40.718822,-73.99596,471,Grand St & Havemeyer St,40.71286844,-73.95698119,47437,Customer,1970,0
1888,45:22.6,16:50.8,471,Grand St & Havemeyer St,40.71286844,-73.95698119,3124,46 Ave & 5 St,40.74731,-73.95451,47437,Customer,1970,0
1126,07:06.7,25:53.1,3124,46 Ave & 5 St,40.74731,-73.95451,3610,Vernon Blvd & 30 Rd,40.770845,-73.934171,47437,Customer,1970,0
486,35:06.0,43:12.9,3610,Vernon Blvd & 30 Rd,40.770845,-73.934171,3602,31 Ave & 34 St,40.763154,-73.920827,47437,Customer,1970,0
185,32:40.5,35:45.9,3602,31 Ave & 34 St,40.763154,-73.920827,3745,36 Ave & 31 St,40.75651273,-73.92957486,47437,Customer,1970,0
1955,49:33.7,22:09.0,3745,36 Ave & 31 St,40.75651273,-73.92957486,360,William St & Pine St,40.70717936,-74.00887308,47437,Customer,1970,0
543,19:20.4,28:24.2,360,William St & Pine St,40.70717936,-74.00887308,250,Lafayette St & Jersey St,40.72456089,-73.99565293,47437,Customer,1970,0
1099,36:20.0,54:39.4,250,Lafayette St & Jersey St,40.72456089,-73.99565293,3141,1 Ave & E 68 St,40.76500525,-73.95818491,47437,Customer,1970,0
654,57:26.2,08:20.8,3141,1 Ave & E 68 St,40.76500525,-73.95818491,4043,W 78 St & Amsterdam Ave,40.78253586,-73.97908509,47437,Customer,1970,0
1525,39:29.1,04:54.4,4043,W 78 St & Amsterdam Ave,40.78253586,-73.97908509,3167,Amsterdam Ave & W 73 St,40.77966809,-73.98093045,47437,Customer,1970,0
1174,12:09.4,31:44.1,3167,Amsterdam Ave & W 73 St,40.77966809,-73.98093045,3798,W 40 St & 5 Ave,40.752269,-73.982079,47437,Customer,1970,0
830,16:57.9,30:48.3,3798,W 40 St & 5 Ave,40.752269,-73.982079,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,47437,Customer,1970,0
467,38:57.1,46:44.2,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,79,Franklin St & W Broadway,40.71911552,-74.00666661,47437,Customer,1970,0
1095,03:12.2,21:28.1,79,Franklin St & W Broadway,40.71911552,-74.00666661,3641,Broadway & W 25 St,40.74286877,-73.98918629,47437,Customer,1970,0
343,48:53.7,54:37.6,3641,Broadway & W 25 St,40.74286877,-73.98918629,489,10 Ave & W 28 St,40.75066386,-74.00176802,47437,Subscriber,1960,1
207,58:41.8,02:09.7,489,10 Ave & W 28 St,40.75066386,-74.00176802,448,W 37 St & 10 Ave,40.75660359,-73.9979009,47437,Customer,1970,0
847,55:03.1,09:10.6,448,W 37 St & 10 Ave,40.75660359,-73.9979009,285,Broadway & E 14 St,40.73454567,-73.99074142,47437,Customer,1970,0
950,45:15.1,01:05.5,285,Broadway & E 14 St,40.73454567,-73.99074142,3370,E 78 St & 2 Ave,40.7727966,-73.95577801,47437,Customer,1970,0
231,28:08.9,32:00.4,3370,E 78 St & 2 Ave,40.7727966,-73.95577801,3141,1 Ave & E 68 St,40.76500525,-73.95818491,47437,Customer,1970,0
284,26:13.7,30:57.9,3141,1 Ave & E 68 St,40.76500525,-73.95818491,3151,E 81 St & York Ave,40.7728384,-73.94989233,47437,Customer,1970,0
80,46:48.2,48:08.5,3151,E 81 St & York Ave,40.7728384,-73.94989233,3369,E 82 St & East End Ave,40.7724607,-73.9468208,47437,Customer,1970,0
297,53:24.3,58:21.8,3369,E 82 St & East End Ave,40.7724607,-73.9468208,3145,E 84 St & Park Ave,40.77862688,-73.95772073,47437,Customer,1970,0
121,52:45.1,54:46.8,3145,E 84 St & Park Ave,40.77862688,-73.95772073,3147,E 85 St & 3 Ave,40.77801203,-73.95407149,47437,Customer,1970,0
1730,02:42.6,31:33.4,3147,E 85 St & 3 Ave,40.77801203,-73.95407149,482,W 15 St & 7 Ave,40.73935542,-73.99931783,47437,Customer,1970,0
704,38:52.3,50:37.0,482,W 15 St & 7 Ave,40.73935542,-73.99931783,3699,W 50 St & 9 Ave,40.76360468,-73.98917958,47437,Customer,1970,0
1516,59:41.4,24:58.3,3699,W 50 St & 9 Ave,40.76360468,-73.98917958,3362,Madison Ave & E 82 St,40.7781314,-73.96069399,47437,Customer,1970,0
3539,44:46.7,43:46.3,3362,Madison Ave & E 82 St,40.7781314,-73.96069399,3362,Madison Ave & E 82 St,40.7781314,-73.96069399,47437,Customer,1970,0
562,47:52.9,57:15.7,3362,Madison Ave & E 82 St,40.7781314,-73.96069399,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,47437,Customer,1970,0
260,02:49.8,07:10.7,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,3809,W 55 St & 6 Ave,40.763189,-73.978434,47437,Customer,1970,0
360,11:56.1,17:57.0,3809,W 55 St & 6 Ave,40.763189,-73.978434,477,W 41 St & 8 Ave,40.75640548,-73.9900262,47437,Customer,1970,0
255,12:47.4,17:03.0,477,W 41 St & 8 Ave,40.75640548,-73.9900262,448,W 37 St & 10 Ave,40.75660359,-73.9979009,47437,Subscriber,1991,1
1408,39:03.5,02:32.3,448,W 37 St & 10 Ave,40.75660359,-73.9979009,3256,Pier 40 - Hudson River Park,40.72771408,-74.01129574,47437,Customer,1970,0
720,13:22.9,25:23.6,3256,Pier 40 - Hudson River Park,40.72771408,-74.01129574,376,John St & William St,40.70862144,-74.00722156,47437,Customer,1970,0
1017,38:42.6,55:40.5,376,John St & William St,40.70862144,-74.00722156,347,Greenwich St & W Houston St,40.728846,-74.008591,47437,Customer,1970,0
801,58:53.6,12:15.4,347,Greenwich St & W Houston St,40.728846,-74.008591,478,11 Ave & W 41 St,40.76030096,-73.99884222,47437,Customer,1970,0
1748,58:09.9,27:18.3,478,11 Ave & W 41 St,40.76030096,-73.99884222,3157,East End Ave & E 86 St,40.77518615,-73.94446054,47437,Customer,1970,0
731,15:15.1,27:26.6,3157,East End Ave & E 86 St,40.77518615,-73.94446054,3724,7 Ave & Central Park South,40.76674056,-73.97906899,47437,Customer,1970,0
348,05:10.8,10:59.0,3724,7 Ave & Central Park South,40.76674056,-73.97906899,3785,W 42 St & 6 Ave,40.75492,-73.98455,47437,Customer,1970,0
569,12:04.5,21:33.6,3785,W 42 St & 6 Ave,40.75492,-73.98455,484,W 44 St & 5 Ave,40.75500254,-73.98014437,47437,Customer,1970,0
633,00:18.3,10:51.4,484,W 44 St & 5 Ave,40.75500254,-73.98014437,3813,W 20 St & 10 Ave,40.745686,-74.005141,47437,Subscriber,1968,2
144,21:55.7,24:20.3,3813,W 20 St & 10 Ave,40.745686,-74.005141,470,W 20 St & 8 Ave,40.74345335,-74.00004031,47437,Customer,1970,0
406,27:51.7,34:38.5,470,W 20 St & 8 Ave,40.74345335,-74.00004031,482,W 15 St & 7 Ave,40.73935542,-73.99931783,47437,Customer,1970,0
1271,58:07.5,19:19.4,482,W 15 St & 7 Ave,40.73935542,-73.99931783,530,11 Ave & W 59 St,40.77149671,-73.99046034,47437,Customer,1970,0
326,40:23.4,45:50.1,530,11 Ave & W 59 St,40.77149671,-73.99046034,3163,Central Park West & W 68 St,40.7734066,-73.97782542,47437,Customer,1970,0
345,38:50.6,44:36.5,3163,Central Park West & W 68 St,40.7734066,-73.97782542,3283,W 89 St & Columbus Ave,40.7882213,-73.97041561,47437,Customer,1970,0
621,20:10.0,30:31.9,3283,W 89 St & Columbus Ave,40.7882213,-73.97041561,3136,5 Ave & E 63 St,40.766368,-73.971518,47437,Customer,1970,0
2318,55:28.1,34:06.9,3136,5 Ave & E 63 St,40.766368,-73.971518,358,Christopher St & Greenwich St,40.73291553,-74.00711384,47437,Customer,1970,0
2039,13:25.1,47:24.8,358,Christopher St & Greenwich St,40.73291553,-74.00711384,257,Lispenard St & Broadway,40.71939226,-74.00247214,47437,Customer,1970,0
1025,24:46.2,41:51.2,257,Lispenard St & Broadway,40.71939226,-74.00247214,4044,8 Ave & W 38 St,40.75461,-73.99177,47437,Customer,1970,0
429,03:37.6,10:47.0,4044,8 Ave & W 38 St,40.75461,-73.99177,509,9 Ave & W 22 St,40.7454973,-74.00197139,47437,Customer,1970,0
667,48:20.4,59:28.3,509,9 Ave & W 22 St,40.7454973,-74.00197139,3263,Cooper Square & Astor Pl,40.72951496,-73.9907527,47437,Customer,1970,0
291,18:23.6,23:15.3,3263,Cooper Square & Astor Pl,40.72951496,-73.9907527,531,Forsyth St & Broome St,40.71893904,-73.99266288,47437,Customer,1970,0
393,39:31.4,46:05.1,531,Forsyth St & Broome St,40.71893904,-73.99266288,276,Duane St & Greenwich St,40.71748752,-74.0104554,47437,Customer,1970,0
283,23:02.6,27:46.2,276,Duane St & Greenwich St,40.71748752,-74.0104554,3906,West St & Liberty St,40.711444,-74.014847,47437,Customer,1970,0
1042,19:30.6,36:53.0,3906,West St & Liberty St,40.711444,-74.014847,3332,Degraw St & Hoyt St,40.68199044,-73.99079025,47437,Customer,1970,0
2174,14:32.1,50:46.6,3332,Degraw St & Hoyt St,40.68199044,-73.99079025,3142,1 Ave & E 62 St,40.7612274,-73.96094022,47437,Customer,1970,0
351,43:55.2,49:46.8,3142,1 Ave & E 62 St,40.7612274,-73.96094022,3148,E 84 St & 1 Ave,40.77565541,-73.95068615,47437,Customer,1970,0
406,47:24.1,54:10.8,3148,E 84 St & 1 Ave,40.77565541,-73.95068615,3294,E 91 St & Park Ave,40.7835016,-73.955327,47437,Customer,1970,0
266,29:44.6,34:11.0,3294,E 91 St & Park Ave,40.7835016,-73.955327,3146,E 81 St & 3 Ave,40.77573034,-73.9567526,47437,Customer,1970,0
512,37:32.4,46:04.8,3146,E 81 St & 3 Ave,40.77573034,-73.9567526,3141,1 Ave & E 68 St,40.76500525,-73.95818491,47437,Customer,1970,0
1538,07:30.1,33:08.1,3141,1 Ave & E 68 St,40.76500525,-73.95818491,342,Columbia St & Rivington St,40.71739973,-73.98016555,47437,Customer,1970,0
1314,11:47.6,33:42.1,342,Columbia St & Rivington St,40.71739973,-73.98016555,484,W 44 St & 5 Ave,40.75500254,-73.98014437,47437,Customer,1970,0
1061,19:53.7,37:35.5,484,W 44 St & 5 Ave,40.75500254,-73.98014437,377,6 Ave & Canal St,40.72243797,-74.00566443,47437,Customer,1970,0
575,07:55.5,17:30.7,377,6 Ave & Canal St,40.72243797,-74.00566443,439,E 4 St & 2 Ave,40.7262807,-73.98978041,47437,Customer,1970,0
205,20:00.5,23:25.9,439,E 4 St & 2 Ave,40.7262807,-73.98978041,301,E 2 St & Avenue B,40.72217444,-73.98368779,47437,Subscriber,2000,1
1274,47:17.4,08:32.2,301,E 2 St & Avenue B,40.72217444,-73.98368779,244,Willoughby Ave & Hall St,40.69196035,-73.96536851,47437,Customer,1970,0
179,09:53.7,12:53.5,244,Willoughby Ave & Hall St,40.69196035,-73.96536851,275,Washington Ave & Greene Ave,40.68650065,-73.96563307,47437,Customer,1970,0
1244,57:56.7,18:40.7,275,Washington Ave & Greene Ave,40.68650065,-73.96563307,2000,Front St & Washington St,40.70255088,-73.98940236,47437,Customer,1970,0
536,46:14.2,55:10.4,2000,Front St & Washington St,40.70255088,-73.98940236,3388,President St & Henry St,40.6828003,-73.99990419,47437,Customer,1970,0
1066,46:09.3,03:55.3,3388,President St & Henry St,40.6828003,-73.99990419,3388,President St & Henry St,40.6828003,-73.99990419,47437,Customer,1970,0
301,23:39.9,28:41.4,3388,President St & Henry St,40.6828003,-73.99990419,3347,Van Brunt St & Wolcott St,40.6773429,-74.01275056,47437,Customer,1970,0
899,56:21.8,11:20.9,3347,Van Brunt St & Wolcott St,40.6773429,-74.01275056,3358,Garfield Pl & 8 Ave,40.6711978,-73.97484126,47437,Customer,1970,0
637,25:39.9,36:17.5,3358,Garfield Pl & 8 Ave,40.6711978,-73.97484126,3486,Schermerhorn St & Bond St,40.68841743,-73.98451656,47437,Customer,1970,0
688,04:22.1,15:50.2,3486,Schermerhorn St & Bond St,40.68841743,-73.98451656,3411,Bond St & Bergen St,40.6849668,-73.98620772,47437,Customer,1970,0
1947,40:04.4,12:31.6,3411,Bond St & Bergen St,40.6849668,-73.98620772,519,Pershing Square North,40.751873,-73.977706,47437,Customer,1970,0
435,14:35.8,21:51.0,519,Pershing Square North,40.751873,-73.977706,3687,E 33 St & 1 Ave,40.74322681,-73.97449784,47437,Customer,1970,0
314,46:33.7,51:47.8,3687,E 33 St & 1 Ave,40.74322681,-73.97449784,519,Pershing Square North,40.751873,-73.977706,47437,Customer,1970,0
457,02:51.9,10:29.5,519,Pershing Square North,40.751873,-73.977706,423,W 54 St & 9 Ave,40.76584941,-73.98690506,47437,Customer,1970,0
595,20:04.3,29:59.9,423,W 54 St & 9 Ave,40.76584941,-73.98690506,4043,W 78 St & Amsterdam Ave,40.78253586,-73.97908509,47437,Customer,1970,0
716,42:29.6,54:26.5,4043,W 78 St & Amsterdam Ave,40.78253586,-73.97908509,3367,5 Ave & E 103 St,40.7922553,-73.95249933,47437,Customer,1970,0
445,26:36.0,34:01.3,3367,5 Ave & E 103 St,40.7922553,-73.95249933,3350,W 100 St & Broadway,40.7973721,-73.97041192,47437,Customer,1970,0
2318,16:08.2,54:46.6,3350,W 100 St & Broadway,40.7973721,-73.97041192,79,Franklin St & W Broadway,40.71911552,-74.00666661,47437,Customer,1970,0
864,13:57.5,28:22.5,79,Franklin St & W Broadway,40.71911552,-74.00666661,360,William St & Pine St,40.70717936,-74.00887308,47437,Customer,1970,0
470,53:19.7,01:10.6,360,William St & Pine St,40.70717936,-74.00887308,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,47437,Customer,1970,0
200,49:34.1,52:54.5,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,531,Forsyth St & Broome St,40.71893904,-73.99266288,47437,Customer,1970,0
111,56:14.9,58:06.5,531,Forsyth St & Broome St,40.71893904,-73.99266288,401,Allen St & Rivington St,40.72019576,-73.98997825,47437,Customer,1970,0
463,07:55.3,15:38.3,401,Allen St & Rivington St,40.72019576,-73.98997825,3718,E 11 St & Avenue B,40.72746421,-73.97950418,47437,Customer,1970,0
838,29:07.9,43:06.2,3718,E 11 St & Avenue B,40.72746421,-73.97950418,474,5 Ave & E 29 St,40.7451677,-73.98683077,47437,Customer,1970,0
903,06:13.2,21:16.9,474,5 Ave & E 29 St,40.7451677,-73.98683077,530,11 Ave & W 59 St,40.77149671,-73.99046034,47437,Customer,1970,0
405,29:02.2,35:47.8,530,11 Ave & W 59 St,40.77149671,-73.99046034,515,W 43 St & 10 Ave,40.76009437,-73.99461843,47437,Customer,1970,0
586,43:15.7,53:02.2,515,W 43 St & 10 Ave,40.76009437,-73.99461843,462,W 22 St & 10 Ave,40.74691959,-74.00451887,47437,Customer,1970,0
693,08:32.2,20:06.0,462,W 22 St & 10 Ave,40.74691959,-74.00451887,229,Great Jones St,40.72743423,-73.99379025,47437,Customer,1970,0
4583,34:17.4,50:40.6,229,Great Jones St,40.72743423,-73.99379025,4215,Hudson St & W 13 St,40.74005709,-74.00527418,47437,Customer,1970,0
1609,39:45.5,06:34.7,4215,Hudson St & W 13 St,40.74005709,-74.00527418,4120,E 39 St & Lexington Ave,40.74949855,-73.97729203,47437,Customer,1970,0
812,11:57.3,25:30.1,4120,E 39 St & Lexington Ave,40.74949855,-73.97729203,150,E 2 St & Avenue C,40.7208736,-73.98085795,47437,Customer,1970,0
574,27:10.0,36:44.1,150,E 2 St & Avenue C,40.7208736,-73.98085795,293,Lafayette St & E 8 St,40.73020661,-73.99102628,47437,Customer,1970,0
374,00:11.5,06:25.9,293,Lafayette St & E 8 St,40.73020661,-73.99102628,482,W 15 St & 7 Ave,40.73935542,-73.99931783,47437,Customer,1970,0
615,44:38.7,54:54.0,482,W 15 St & 7 Ave,40.73935542,-73.99931783,153,E 40 St & 5 Ave,40.75206231,-73.9816324,47437,Customer,1970,0
