tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
496,33:21.8,41:38.6,3378,E 76 St & Park Ave,40.773763,-73.96222088,3724,7 Ave & Central Park South,40.76674056,-73.97906899,37334,Customer,1970,0
494,54:23.6,02:38.4,3724,7 Ave & Central Park South,40.76674056,-73.97906899,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,37334,Subscriber,1992,1
908,04:12.4,19:20.7,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,3141,1 Ave & E 68 St,40.76500525,-73.95818491,37334,Customer,1970,0
419,55:33.1,02:32.7,3141,1 Ave & E 68 St,40.76500525,-73.95818491,3147,E 85 St & 3 Ave,40.77801203,-73.95407149,37334,Customer,1970,0
485,07:24.8,15:29.9,3147,E 85 St & 3 Ave,40.77801203,-73.95407149,3289,W 90 St & Amsterdam Ave,40.79017948,-73.97288918,37334,Customer,1970,0
1193,15:53.6,35:46.9,3289,W 90 St & Amsterdam Ave,40.79017948,-73.97288918,4123,Central Park W & W 103 St,40.79603684,-73.96158904,37334,Customer,1970,0
557,54:56.7,04:14.1,4123,Central Park W & W 103 St,40.79603684,-73.96158904,3527,5 Ave & E 126 St,40.80698,-73.941747,37334,Customer,1970,0
1704,39:15.8,07:39.9,3527,5 Ave & E 126 St,40.80698,-73.941747,500,Broadway & W 51 St,40.76228826,-73.98336183,37334,Customer,1970,0
243,10:05.8,14:09.5,500,Broadway & W 51 St,40.76228826,-73.98336183,3233,E 48 St & 5 Ave,40.75724568,-73.97805914,37334,Customer,1970,0
521,50:27.5,59:08.7,3233,E 48 St & 5 Ave,40.75724568,-73.97805914,4045,West End Ave & W 60 St,40.77237,-73.99005,37334,Customer,1970,0
303,03:17.0,08:20.1,4045,West End Ave & W 60 St,40.77237,-73.99005,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,37334,Customer,1970,0
1217,12:31.4,32:48.5,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,37334,Customer,1970,0
1866,40:58.8,12:05.0,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,3467,W Broadway & Spring St,40.72494672,-74.00165856,37334,Subscriber,1995,2
447,04:48.7,12:15.8,3467,W Broadway & Spring St,40.72494672,-74.00165856,301,E 2 St & Avenue B,40.72217444,-73.98368779,37334,Subscriber,1988,1
1199,31:58.0,51:57.3,301,E 2 St & Avenue B,40.72217444,-73.98368779,3734,E 58 St &  1 Ave (NW Corner),40.759125,-73.962658,37334,Customer,1970,0
442,59:15.9,06:38.0,3734,E 58 St &  1 Ave (NW Corner),40.759125,-73.962658,3687,E 33 St & 1 Ave,40.74322681,-73.97449784,37334,Customer,1970,0
748,05:20.8,17:49.7,3687,E 33 St & 1 Ave,40.74322681,-73.97449784,302,Avenue D & E 3 St,40.72082834,-73.97793172,37334,Customer,1970,0
1043,44:03.4,01:27.2,302,Avenue D & E 3 St,40.72082834,-73.97793172,415,Pearl St & Hanover Square,40.7047177,-74.00926027,37334,Customer,1970,0
710,23:31.5,35:22.1,415,Pearl St & Hanover Square,40.7047177,-74.00926027,383,Greenwich Ave & Charles St,40.735238,-74.000271,37334,Customer,1970,0
437,24:31.2,31:48.4,383,Greenwich Ave & Charles St,40.735238,-74.000271,347,Greenwich St & W Houston St,40.728846,-74.008591,37334,Customer,1970,0
5013,22:44.3,46:17.8,347,Greenwich St & W Houston St,40.728846,-74.008591,358,Christopher St & Greenwich St,40.73291553,-74.00711384,37334,Customer,1970,0
572,51:08.6,00:40.8,358,Christopher St & Greenwich St,40.73291553,-74.00711384,3656,E 2 St & Avenue A,40.72307749,-73.98583621,37334,Customer,1970,0
363,09:12.0,15:15.7,3656,E 2 St & Avenue A,40.72307749,-73.98583621,3244,University Pl & E 8 St,40.73143724,-73.99490342,37334,Customer,1970,0
638,41:34.3,52:13.1,3244,University Pl & E 8 St,40.73143724,-73.99490342,3244,University Pl & E 8 St,40.73143724,-73.99490342,37334,Customer,1970,0
384,39:24.8,45:49.5,3244,University Pl & E 8 St,40.73143724,-73.99490342,428,E 3 St & 1 Ave,40.72467721,-73.98783413,37334,Customer,1970,0
690,03:50.4,15:21.0,428,E 3 St & 1 Ave,40.72467721,-73.98783413,507,E 25 St & 2 Ave,40.73912601,-73.97973776,37334,Customer,1970,0
1092,17:58.4,36:10.7,507,E 25 St & 2 Ave,40.73912601,-73.97973776,3674,Jay St & York St,40.70140317,-73.9867267,37334,Customer,1970,0
284,38:21.4,43:05.4,3674,Jay St & York St,40.70140317,-73.9867267,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,37334,Subscriber,1964,1
754,59:10.9,11:45.4,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,37334,Customer,1970,0
564,37:18.8,46:43.5,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,3349,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,37334,Customer,1970,0
240,01:54.7,05:54.7,3349,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,3416,7 Ave & Park Pl,40.6776147,-73.97324283,37334,Customer,1970,0
602,03:08.5,13:10.7,3416,7 Ave & Park Pl,40.6776147,-73.97324283,3584,Eastern Pkwy & Franklin Ave,40.6707767,-73.9576801,37334,Customer,1970,0
288,25:50.7,30:39.5,3584,Eastern Pkwy & Franklin Ave,40.6707767,-73.9576801,3789,Fulton St & Irving Pl,40.68186,-73.959432,37334,Customer,1970,0
188,30:15.4,33:23.4,3789,Fulton St & Irving Pl,40.68186,-73.959432,364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,37334,Customer,1970,0
828,35:25.2,49:13.4,364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,3082,Hope St & Union Ave,40.71167351,-73.95141312,37334,Customer,1970,0
1052,16:16.0,33:48.7,3082,Hope St & Union Ave,40.71167351,-73.95141312,2000,Front St & Washington St,40.70255088,-73.98940236,37334,Customer,1970,0
323,45:44.4,51:07.4,2000,Front St & Washington St,40.70255088,-73.98940236,2000,Front St & Washington St,40.70255088,-73.98940236,37334,Customer,1970,0
1416,57:54.6,21:30.9,2000,Front St & Washington St,40.70255088,-73.98940236,285,Broadway & E 14 St,40.73454567,-73.99074142,37334,Customer,1970,0
655,35:10.4,46:05.8,285,Broadway & E 14 St,40.73454567,-73.99074142,334,W 20 St & 7 Ave,40.74238787,-73.99726235,37334,Subscriber,1967,1
107,37:06.6,38:54.2,334,W 20 St & 7 Ave,40.74238787,-73.99726235,334,W 20 St & 7 Ave,40.74238787,-73.99726235,37334,Customer,1970,0
405,43:19.6,50:04.9,334,W 20 St & 7 Ave,40.74238787,-73.99726235,297,E 15 St & 3 Ave,40.734232,-73.986923,37334,Customer,1970,0
279,00:10.9,04:50.6,297,E 15 St & 3 Ave,40.734232,-73.986923,439,E 4 St & 2 Ave,40.7262807,-73.98978041,37334,Subscriber,1985,1
255,41:17.2,45:32.9,439,E 4 St & 2 Ave,40.7262807,-73.98978041,3705,Thompson St & Bleecker St,40.72840059,-73.99968781,37334,Customer,1970,0
643,38:00.9,48:44.9,3705,Thompson St & Bleecker St,40.72840059,-73.99968781,462,W 22 St & 10 Ave,40.74691959,-74.00451887,37334,Customer,1970,0
876,45:58.0,00:34.7,462,W 22 St & 10 Ave,40.74691959,-74.00451887,164,E 47 St & 2 Ave,40.75323098,-73.97032517,37334,Customer,1970,0
444,14:37.7,22:02.6,164,E 47 St & 2 Ave,40.75323098,-73.97032517,546,E 30 St & Park Ave S,40.74444921,-73.98303529,37334,Customer,1970,0
211,46:48.5,50:19.8,546,E 30 St & Park Ave S,40.74444921,-73.98303529,536,1 Ave & E 30 St,40.74144387,-73.97536082,37334,Customer,1970,0
695,42:06.8,53:42.2,536,1 Ave & E 30 St,40.74144387,-73.97536082,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,37334,Customer,1970,0
661,32:36.5,43:38.4,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,3159,W 67 St & Broadway,40.77492513,-73.98266566,37334,Customer,1970,0
994,30:48.0,47:22.2,3159,W 67 St & Broadway,40.77492513,-73.98266566,223,W 13 St & 7 Ave,40.73781509,-73.99994661,37334,Customer,1970,0
580,49:05.3,58:46.1,223,W 13 St & 7 Ave,40.73781509,-73.99994661,2003,1 Ave & E 18 St,40.73381219,-73.98054421,37334,Customer,1970,0
1107,03:59.6,22:27.6,2003,1 Ave & E 18 St,40.73381219,-73.98054421,3641,Broadway & W 25 St,40.74286877,-73.98918629,37334,Customer,1970,0
988,27:54.0,44:22.5,3641,Broadway & W 25 St,40.74286877,-73.98918629,4235,W 50 St & 10 Ave,40.7647342,-73.9919436,37334,Customer,1970,0
1243,49:45.0,10:28.4,4235,W 50 St & 10 Ave,40.7647342,-73.9919436,3628,Lenox Ave & W 117 St,40.8025566,-73.9490782,37334,Customer,1970,0
629,57:53.2,08:23.0,3628,Lenox Ave & W 117 St,40.8025566,-73.9490782,3357,W 106 St & Amsterdam Ave,40.8008363,-73.96644925,37334,Customer,1970,0
691,18:35.5,30:06.7,3357,W 106 St & Amsterdam Ave,40.8008363,-73.96644925,3622,E 128 St & Madison Ave,40.80756,-73.939182,37334,Customer,1970,0
451,46:51.3,54:22.4,3622,E 128 St & Madison Ave,40.80756,-73.939182,3932,Grand Concourse & E 144 St,40.816576,-73.927987,37334,Subscriber,1965,2
382,35:34.4,41:57.0,3932,Grand Concourse & E 144 St,40.816576,-73.927987,4332,Morris Ave & E 163 St,40.8272305,-73.9176558,37334,Customer,1970,0
2002,42:40.9,16:03.7,4332,Morris Ave & E 163 St,40.8272305,-73.9176558,3147,E 85 St & 3 Ave,40.77801203,-73.95407149,37334,Customer,1970,0
733,39:11.6,51:25.3,3147,E 85 St & 3 Ave,40.77801203,-73.95407149,3287,W 87 St & West End Ave,40.789622,-73.97757,37334,Customer,1970,0
161,01:57.1,04:38.5,3287,W 87 St & West End Ave,40.789622,-73.97757,3285,W 87 St & Amsterdam Ave,40.78839,-73.9747,37334,Customer,1970,0
108,12:50.7,14:39.6,3285,W 87 St & Amsterdam Ave,40.78839,-73.9747,3287,W 87 St & West End Ave,40.789622,-73.97757,37334,Customer,1970,0
788,17:57.0,31:05.4,3287,W 87 St & West End Ave,40.789622,-73.97757,423,W 54 St & 9 Ave,40.76584941,-73.98690506,37334,Customer,1970,0
191,16:02.4,19:13.5,423,W 54 St & 9 Ave,40.76584941,-73.98690506,423,W 54 St & 9 Ave,40.76584941,-73.98690506,37334,Customer,1970,0
519,45:00.7,53:40.4,423,W 54 St & 9 Ave,40.76584941,-73.98690506,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,37334,Customer,1970,0
816,11:12.6,24:49.1,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,3328,W 100 St & Manhattan Ave,40.795,-73.9645,37334,Customer,1970,0
328,26:01.2,31:29.3,3328,W 100 St & Manhattan Ave,40.795,-73.9645,3350,W 100 St & Broadway,40.7973721,-73.97041192,37334,Customer,1970,0
153,48:20.0,50:53.2,3350,W 100 St & Broadway,40.7973721,-73.97041192,3331,Riverside Dr & W 104 St,40.8013434,-73.97114574,37334,Customer,1970,0
1540,57:51.8,23:32.3,3331,Riverside Dr & W 104 St,40.8013434,-73.97114574,4216,10 Ave & W 14 St,40.7419816,-74.0083158,37334,Customer,1970,0
803,22:42.3,36:05.3,4216,10 Ave & W 14 St,40.7419816,-74.0083158,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,37334,Customer,1970,0
1242,43:50.9,04:32.9,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,532,S 5 Pl & S 5 St,40.710451,-73.960876,37334,Customer,1970,0
427,01:08.6,08:16.5,532,S 5 Pl & S 5 St,40.710451,-73.960876,350,Clinton St & Grand St,40.71559509,-73.9870295,37334,Customer,1970,0
1048,22:24.5,39:52.8,350,Clinton St & Grand St,40.71559509,-73.9870295,3759,Irving Ave & Jefferson St,40.70538,-73.92535,37334,Customer,1970,0
249,41:33.3,45:42.4,3759,Irving Ave & Jefferson St,40.70538,-73.92535,3772,Devoe St & Morgan Ave,40.713811,-73.93515,37334,Customer,1970,0
1702,47:12.2,15:34.3,3772,Devoe St & Morgan Ave,40.713811,-73.93515,4256,25 Ave & 41 St,40.767666,-73.910963,37334,Customer,1970,0
1399,25:21.4,48:40.4,4256,25 Ave & 41 St,40.767666,-73.910963,4036,Motorgate,40.7639089,-73.9477213,37334,Customer,1970,0
1053,12:15.2,29:48.6,4036,Motorgate,40.7639089,-73.9477213,2022,E 60 St & York Ave,40.759107,-73.959223,37334,Customer,1970,0
356,32:30.1,38:26.5,2022,E 60 St & York Ave,40.759107,-73.959223,3462,E 44 St & 2 Ave,40.75118387,-73.97138715,37334,Customer,1970,0
2012,34:29.4,08:01.9,3462,E 44 St & 2 Ave,40.75118387,-73.97138715,393,E 5 St & Avenue C,40.72299208,-73.97995466,37334,Customer,1970,0
958,39:39.6,55:38.0,393,E 5 St & Avenue C,40.72299208,-73.97995466,386,Centre St & Worth St,40.71494807,-74.00234482,37334,Customer,1970,0
752,38:13.6,50:45.7,386,Centre St & Worth St,40.71494807,-74.00234482,150,E 2 St & Avenue C,40.7208736,-73.98085795,37334,Customer,1970,0
433,30:02.3,37:15.9,150,E 2 St & Avenue C,40.7208736,-73.98085795,268,Howard St & Centre St,40.71910537,-73.99973337,37334,Customer,1970,0
509,39:31.7,48:00.8,268,Howard St & Centre St,40.71910537,-73.99973337,3708,W 13 St & 5 Ave,40.735445,-73.99431,37334,Customer,1970,0
345,29:10.4,34:56.3,3708,W 13 St & 5 Ave,40.735445,-73.99431,303,Mercer St & Spring St,40.72362738,-73.99949601,37334,Customer,1970,0
1892,16:01.1,47:34.1,303,Mercer St & Spring St,40.72362738,-73.99949601,303,Mercer St & Spring St,40.72362738,-73.99949601,37334,Customer,1970,0
289,02:24.7,07:14.6,303,Mercer St & Spring St,40.72362738,-73.99949601,3263,Cooper Square & Astor Pl,40.72951496,-73.9907527,37334,Customer,1970,0
667,21:13.0,32:20.6,3263,Cooper Square & Astor Pl,40.72951496,-73.9907527,3235,E 41 St & Madison Ave,40.75216528,-73.97992194,37334,Customer,1970,0
487,45:08.1,53:15.7,3235,E 41 St & Madison Ave,40.75216528,-73.97992194,497,E 17 St & Broadway,40.73704984,-73.99009296,37334,Subscriber,1977,1
279,07:11.8,11:50.9,497,E 17 St & Broadway,40.73704984,-73.99009296,2003,1 Ave & E 18 St,40.73381219,-73.98054421,37334,Customer,1970,0
204,13:54.2,17:18.6,2003,1 Ave & E 18 St,40.73381219,-73.98054421,297,E 15 St & 3 Ave,40.734232,-73.986923,37334,Subscriber,1995,1
207,21:52.7,25:20.0,297,E 15 St & 3 Ave,40.734232,-73.986923,2003,1 Ave & E 18 St,40.73381219,-73.98054421,37334,Subscriber,1995,1
271,29:15.8,33:47.6,2003,1 Ave & E 18 St,40.73381219,-73.98054421,540,Lexington Ave & E 29 St,40.74311555,-73.98215353,37334,Customer,1970,0
201,52:12.8,55:34.2,540,Lexington Ave & E 29 St,40.74311555,-73.98215353,536,1 Ave & E 30 St,40.74144387,-73.97536082,37334,Customer,1970,0
145,54:36.5,57:01.5,536,1 Ave & E 30 St,40.74144387,-73.97536082,4121,1 Ave & E 39 St,40.74714,-73.97113,37334,Customer,1970,0
292,14:27.3,19:19.8,4121,1 Ave & E 39 St,40.74714,-73.97113,507,E 25 St & 2 Ave,40.73912601,-73.97973776,37334,Customer,1970,0
388,31:36.4,38:04.8,507,E 25 St & 2 Ave,40.73912601,-73.97973776,439,E 4 St & 2 Ave,40.7262807,-73.98978041,37334,Customer,1970,0
300,07:21.6,12:22.6,439,E 4 St & 2 Ave,40.7262807,-73.98978041,368,Carmine St & 6 Ave,40.73038599,-74.00214988,37334,Customer,1970,0
1212,23:15.0,43:27.3,368,Carmine St & 6 Ave,40.73038599,-74.00214988,530,11 Ave & W 59 St,40.77149671,-73.99046034,37334,Customer,1970,0
3927,38:31.9,43:59.9,530,11 Ave & W 59 St,40.77149671,-73.99046034,530,11 Ave & W 59 St,40.77149671,-73.99046034,37334,Customer,1970,0
919,07:34.6,22:54.2,530,11 Ave & W 59 St,40.77149671,-73.99046034,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,37334,Customer,1970,0
171,44:47.9,47:39.4,3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,3697,W 64 St & Thelonious Monk Circle,40.77515953,-73.98918696,37334,Customer,1970,0
528,33:59.8,42:48.2,3697,W 64 St & Thelonious Monk Circle,40.77515953,-73.98918696,478,11 Ave & W 41 St,40.76030096,-73.99884222,37334,Customer,1970,0
171,24:26.5,27:17.8,478,11 Ave & W 41 St,40.76030096,-73.99884222,525,W 34 St & 11 Ave,40.75594159,-74.0021163,37334,Customer,1970,0
248,57:12.5,01:21.3,525,W 34 St & 11 Ave,40.75594159,-74.0021163,3255,8 Ave & W 31 St,40.75058535,-73.99468482,37334,Customer,1970,0
609,10:10.8,20:20.1,3255,8 Ave & W 31 St,40.75058535,-73.99468482,4120,E 39 St & Lexington Ave,40.74949855,-73.97729203,37334,Customer,1970,0
1316,38:07.4,00:04.3,4120,E 39 St & Lexington Ave,40.74949855,-73.97729203,3709,W 15 St & 6 Ave,40.73804614,-73.99642959,37334,Customer,1970,0
503,59:52.4,08:16.1,3709,W 15 St & 6 Ave,40.73804614,-73.99642959,3705,Thompson St & Bleecker St,40.72840059,-73.99968781,37334,Subscriber,1999,1
899,35:30.9,50:30.6,3705,Thompson St & Bleecker St,40.72840059,-73.99968781,3705,Thompson St & Bleecker St,40.72840059,-73.99968781,37334,Customer,1970,0
1151,20:57.9,40:09.8,3705,Thompson St & Bleecker St,40.72840059,-73.99968781,504,1 Ave & E 16 St,40.73221853,-73.98165557,37334,Customer,1970,0
767,10:43.4,23:31.0,504,1 Ave & E 16 St,40.73221853,-73.98165557,501,FDR Drive & E 35 St,40.744219,-73.97121214,37334,Customer,1970,0
298,34:16.6,39:14.6,501,FDR Drive & E 35 St,40.744219,-73.97121214,540,Lexington Ave & E 29 St,40.74311555,-73.98215353,37334,Customer,1970,0
363,51:08.5,57:11.9,540,Lexington Ave & E 29 St,40.74311555,-73.98215353,3263,Cooper Square & Astor Pl,40.72951496,-73.9907527,37334,Customer,1970,0
541,13:07.0,22:08.6,3263,Cooper Square & Astor Pl,40.72951496,-73.9907527,3690,Park Pl & Church St,40.71334184,-74.00935516,37334,Customer,1970,0
245,18:52.2,22:57.9,3690,Park Pl & Church St,40.71334184,-74.00935516,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,37334,Customer,1970,0
857,10:54.5,25:12.2,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,3705,Thompson St & Bleecker St,40.72840059,-73.99968781,37334,Customer,1970,0
262,13:48.2,18:10.6,3705,Thompson St & Bleecker St,40.72840059,-73.99968781,303,Mercer St & Spring St,40.72362738,-73.99949601,37334,Customer,1970,0
904,36:14.6,51:19.0,3158,W 63 St & Broadway,40.77163851,-73.98261428,3134,3 Ave & E 62 St,40.76312584,-73.96526895,48079,Customer,1970,0
1099,18:46.9,37:06.2,3134,3 Ave & E 62 St,40.76312584,-73.96526895,350,Clinton St & Grand St,40.71559509,-73.9870295,48079,Customer,1970,0
481,02:06.6,10:08.4,350,Clinton St & Grand St,40.71559509,-73.9870295,265,Stanton St & Chrystie St,40.72229346,-73.99147535,48079,Customer,1970,0
384,22:18.4,28:42.8,265,Stanton St & Chrystie St,40.72229346,-73.99147535,432,E 7 St & Avenue A,40.72621788,-73.98379855,48079,Customer,1970,0
979,33:46.2,50:05.8,432,E 7 St & Avenue A,40.72621788,-73.98379855,3141,1 Ave & E 68 St,40.76500525,-73.95818491,48079,Customer,1970,0
1224,46:59.3,07:23.9,347,Greenwich St & W Houston St,40.728846,-74.008591,519,Pershing Square North,40.751873,-73.977706,37334,Customer,1970,0
363,51:21.9,57:25.3,3141,1 Ave & E 68 St,40.76500525,-73.95818491,3151,E 81 St & York Ave,40.7728384,-73.94989233,48079,Customer,1970,0
696,59:32.0,11:08.8,3151,E 81 St & York Ave,40.7728384,-73.94989233,385,E 55 St & 2 Ave,40.75797322,-73.96603308,48079,Customer,1970,0
1494,12:14.6,37:09.1,385,E 55 St & 2 Ave,40.75797322,-73.96603308,385,E 55 St & 2 Ave,40.75797322,-73.96603308,48079,Customer,1970,0
840,38:51.0,52:51.4,519,Pershing Square North,40.751873,-73.977706,3705,Thompson St & Bleecker St,40.72840059,-73.99968781,37334,Subscriber,1994,1
417,59:05.6,06:02.8,385,E 55 St & 2 Ave,40.75797322,-73.96603308,500,Broadway & W 51 St,40.76228826,-73.98336183,48079,Customer,1970,0
1630,06:47.6,33:58.2,500,Broadway & W 51 St,40.76228826,-73.98336183,422,W 59 St & 10 Ave,40.770513,-73.988038,48079,Customer,1970,0
1732,18:20.3,47:12.5,3705,Thompson St & Bleecker St,40.72840059,-73.99968781,3092,Berry St & N 8 St,40.7190095,-73.95852515,37334,Customer,1970,0
198,59:51.3,03:10.0,3092,Berry St & N 8 St,40.7190095,-73.95852515,3668,Leonard St & Nassau Ave,40.72395678,-73.94984365,37334,Customer,1970,0
1235,13:03.3,33:38.9,422,W 59 St & 10 Ave,40.770513,-73.988038,335,Washington Pl & Broadway,40.72903917,-73.99404649,48079,Subscriber,1989,1
205,33:02.6,36:28.2,3668,Leonard St & Nassau Ave,40.72395678,-73.94984365,3106,Driggs Ave & N Henry St,40.72325,-73.94308,37334,Customer,1970,0
883,12:39.0,27:22.0,335,Washington Pl & Broadway,40.72903917,-73.99404649,3255,8 Ave & W 31 St,40.75058535,-73.99468482,48079,Customer,1970,0
249,44:13.3,48:22.8,3106,Driggs Ave & N Henry St,40.72325,-73.94308,3715,Driggs Ave & N 9 St,40.71816969,-73.95520136,37334,Customer,1970,0
389,22:43.2,29:12.8,3255,8 Ave & W 31 St,40.75058535,-73.99468482,540,Lexington Ave & E 29 St,40.74311555,-73.98215353,48079,Customer,1970,0
951,42:23.4,58:15.2,3715,Driggs Ave & N 9 St,40.71816969,-73.95520136,3119,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,37334,Customer,1970,0
722,22:32.6,34:35.2,540,Lexington Ave & E 29 St,40.74311555,-73.98215353,3378,E 76 St & Park Ave,40.773763,-73.96222088,48079,Customer,1970,0
1462,53:14.5,17:37.0,3119,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,267,Broadway & W 36 St,40.75097711,-73.98765428,37334,Customer,1970,0
572,46:05.7,55:37.9,3378,E 76 St & Park Ave,40.773763,-73.96222088,3147,E 85 St & 3 Ave,40.77801203,-73.95407149,48079,Customer,1970,0
392,59:11.6,05:43.6,267,Broadway & W 36 St,40.75097711,-73.98765428,3641,Broadway & W 25 St,40.74286877,-73.98918629,37334,Customer,1970,0
214,41:45.6,45:20.3,3641,Broadway & W 25 St,40.74286877,-73.98918629,3812,University Pl & E 14 St,40.734814,-73.992085,37334,Subscriber,1982,2
267,33:15.8,37:42.8,3812,University Pl & E 14 St,40.734814,-73.992085,3711,E 13 St & Avenue A,40.72966729,-73.98067966,37334,Customer,1970,0
575,41:18.1,50:53.1,3711,E 13 St & Avenue A,40.72966729,-73.98067966,212,W 16 St & The High Line,40.74334935,-74.00681753,37334,Subscriber,1988,1
729,35:34.5,47:44.5,3147,E 85 St & 3 Ave,40.77801203,-73.95407149,500,Broadway & W 51 St,40.76228826,-73.98336183,48079,Customer,1970,0
588,36:29.6,46:18.4,212,W 16 St & The High Line,40.74334935,-74.00681753,426,West St & Chambers St,40.71754834,-74.01322069,37334,Customer,1970,0
1040,56:57.4,14:17.8,426,West St & Chambers St,40.71754834,-74.01322069,247,Perry St & Bleecker St,40.73535398,-74.00483091,37334,Customer,1970,0
429,02:53.3,10:03.1,500,Broadway & W 51 St,40.76228826,-73.98336183,505,6 Ave & W 33 St,40.74901271,-73.98848395,48079,Customer,1970,0
335,25:07.7,30:42.8,505,6 Ave & W 33 St,40.74901271,-73.98848395,477,W 41 St & 8 Ave,40.75640548,-73.9900262,48079,Customer,1970,0
1769,37:15.3,06:44.7,477,W 41 St & 8 Ave,40.75640548,-73.9900262,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,48079,Customer,1970,0
1117,34:26.8,53:04.6,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,3527,5 Ave & E 126 St,40.80698,-73.941747,48079,Customer,1970,0
238,51:29.3,55:27.4,247,Perry St & Bleecker St,40.73535398,-74.00483091,127,Barrow St & Hudson St,40.73172428,-74.00674436,37334,Customer,1970,0
160,14:37.6,17:17.6,3527,5 Ave & E 126 St,40.80698,-73.941747,3535,Mt Morris Park W & W 120 St,40.804038,-73.945925,48079,Customer,1970,0
308,48:24.3,53:32.7,127,Barrow St & Hudson St,40.73172428,-74.00674436,3686,Gansevoort St & Hudson St,40.7394482,-74.00507033,37334,Customer,1970,0
821,17:33.8,31:15.4,3535,Mt Morris Park W & W 120 St,40.804038,-73.945925,3290,E 89 St & York Ave,40.7779453,-73.946041,48079,Customer,1970,0
312,45:16.4,50:28.6,3290,E 89 St & York Ave,40.7779453,-73.946041,3294,E 91 St & Park Ave,40.7835016,-73.955327,48079,Customer,1970,0
500,18:35.8,26:56.0,3686,Gansevoort St & Hudson St,40.7394482,-74.00507033,525,W 34 St & 11 Ave,40.75594159,-74.0021163,37334,Customer,1970,0
751,40:02.4,52:33.6,525,W 34 St & 11 Ave,40.75594159,-74.0021163,4121,1 Ave & E 39 St,40.74714,-73.97113,37334,Customer,1970,0
866,53:20.2,07:46.5,4121,1 Ave & E 39 St,40.74714,-73.97113,312,Allen St & Stanton St,40.722055,-73.989111,37334,Customer,1970,0
584,53:00.2,02:45.0,312,Allen St & Stanton St,40.722055,-73.989111,461,E 20 St & 2 Ave,40.73587678,-73.98205027,37334,Customer,1970,0
1028,00:07.2,17:16.1,3294,E 91 St & Park Ave,40.7835016,-73.955327,3628,Lenox Ave & W 117 St,40.8025566,-73.9490782,48079,Customer,1970,0
1939,18:06.3,50:26.1,3628,Lenox Ave & W 117 St,40.8025566,-73.9490782,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,48079,Customer,1970,0
455,29:12.7,36:47.8,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,439,E 4 St & 2 Ave,40.7262807,-73.98978041,48079,Customer,1970,0
622,02:03.3,12:25.6,461,E 20 St & 2 Ave,40.73587678,-73.98205027,116,W 17 St & 8 Ave,40.74177603,-74.00149746,37334,Customer,1970,0
797,49:17.9,02:35.3,439,E 4 St & 2 Ave,40.7262807,-73.98978041,471,Grand St & Havemeyer St,40.71286844,-73.95698119,48079,Customer,1970,0
877,06:36.7,21:13.9,471,Grand St & Havemeyer St,40.71286844,-73.95698119,3913,Sands St Gate,40.699569,-73.979827,48079,Customer,1970,0
359,24:12.8,30:12.8,3913,Sands St Gate,40.699569,-73.979827,239,Willoughby St & Fleet St,40.69196566,-73.9813018,48079,Customer,1970,0
375,33:16.5,39:32.2,239,Willoughby St & Fleet St,40.69196566,-73.9813018,270,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,48079,Customer,1970,0
223,20:44.7,24:28.3,270,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,244,Willoughby Ave & Hall St,40.69196035,-73.96536851,48079,Customer,1970,0
787,16:21.6,29:29.3,244,Willoughby Ave & Hall St,40.69196035,-73.96536851,244,Willoughby Ave & Hall St,40.69196035,-73.96536851,48079,Customer,1970,0
